"_tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopicsList","primaryLanguage","languagesList","diskUsage","relatedTopicsList"
"[""ai"",""tracking""]","2017-06-23T07:29:18Z","geekplux/AR-AI-VIS-demo",70,"a demo with ar ai visualization","[""visualization"",""face-tracking"",""augmented-reality""]","JavaScript","[""JavaScript"",""CSS""]",64,"[""graph"",""data-visualization"",""chart"",""charts"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""arcore"",""unity""]","2018-08-31T15:48:38Z","geoffhtaylor/CityEngine-ArCore-Unity",17,"cityengine augmented reality template for unity arcore","null","C#","[""C#"",""ShaderLab"",""Objective-C++""]",12267,"null"
"[""android"",""game"",""vuforia""]","2018-04-24T13:40:07Z","geometalab/GhostAR",3,"fange die geister  catch the ghosts experimental augmented reality game for android mobiles based on vuforia","null","C#","[""C#"",""ShaderLab""]",161335,"null"
"[""android"",""arcore"",""flutter"",""sdk""]","2019-04-24T07:59:29Z","giandifra/arcore_flutter_plugin",276,"flutter plugin for arcore sdk android platform to build new augmented reality experiences","null","Kotlin","[""Kotlin"",""Ruby"",""Swift"",""Objective-C"",""Dart""]",44010,"null"
"[""android"",""opencv""]","2016-08-26T14:26:26Z","giorgiobasile/marker-ar",15,"augmented reality marker detector for android with opencv ","[""android"",""opencv"",""augmented-reality""]","Java","[""Makefile"",""Java""]",28739,"[""react-native"",""ios"",""react"",""mobile"",""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""android"",""java"",""opencv"",""opengl"",""tracking""]","2018-04-23T01:56:14Z","gitDanilo/CorpusVR",7,"hand tracking with augmented reality using opencv and opengl","[""augmented-reality"",""opencv"",""opengl"",""opengl-es"",""java"",""android"",""image"",""image-recognition"",""image-processing"",""tracking-algorithm""]","Java","[""Java"",""GLSL""]",31901,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""api"",""c"",""simulation"",""graphics"",""webgl"",""3d"",""vulkan"",""golang"",""go"",""redis"",""cache"",""middleware"",""android"",""gradle"",""kotlin"",""javafx"",""react-native"",""ios"",""react"",""mobile"",""svg"",""image-processing"",""icons"",""font"",""golang"",""go"",""redis"",""cache"",""middleware"",""computer-vision"",""deep-learning"",""opencv"",""vision"",""python"",""ocr"",""pytorch"",""speech-recognition"",""sketch"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow""]"
"[""xr""]","2020-11-17T20:43:22Z","gizemdal/remote-rendering",7,"remote realtime gpu ray tracing powered by nvidia optix  for xr platforms","[""nvidia-optix"",""mixed-reality"",""raytracing""]","C++","[""CMake"",""C++"",""C"",""Cuda"",""Objective-C"",""C#"",""HLSL"",""ShaderLab""]",799888,"[""kafka"",""spark"",""java"",""scala"",""big-data"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan""]"
"[""python""]","2018-02-10T02:16:58Z","glennglennglenn/augmented-reality",57,"snapchatlike augmented reality filters","[""python"",""computer-vision"",""augmented-reality""]","Python","[""Python""]",196,"[""language"",""ruby"",""django"",""python3"",""django-rest-framework"",""flask"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""threejs"",""virtual""]","2017-02-15T13:41:18Z","gmarty/all-saints-ar",10,"an ar experiment using computer vision in the browser","[""augmented-reality"",""virtual-reality"",""a-frame"",""threejs""]","JavaScript","[""HTML"",""JavaScript""]",1344,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan""]"
"[""vr"",""web"",""webar"",""webaronarcore"",""webaronarkit"",""webgl"",""webvr"",""webxr""]","2017-11-14T22:05:47Z","google-ar/WebAR-Article",228,"webararticle is a responsive and information rich website that is progressively enhanced with augmented reality content exposed through experimental web technologies","[""webar"",""augmented-reality"",""webgl"",""webvr"",""webaronarkit"",""webaronarcore"",""webxr"",""ar"",""vr""]","JavaScript","[""Shell"",""CSS"",""HTML"",""JavaScript"",""GLSL""]",1291,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opengl"",""graphics"",""3d"",""vulkan"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""app"",""ios"",""web""]","2017-08-25T19:31:06Z","google-ar/WebARonARKit",719,"an experimental app for ios that lets developers create augmented reality ar experiences using web technologies","null","Objective-C","[""JavaScript"",""Objective-C"",""C"",""Metal""]",983,"null"
"[""web"",""webvr""]","2017-01-10T16:41:26Z","google-ar/WebARonTango",383,"a proposal to provide augmented reality ar capabilities to the web in the form of a prototype on top of webvr built in chromium","null","C++","[""JavaScript"",""Shell"",""HTML"",""C++"",""Java"",""Makefile"",""C"",""Python""]",353946,"null"
"[""ai"",""camera"",""deep-learning"",""python"",""pytorch"",""tensorflow""]","2020-10-19T21:58:41Z","google-research-datasets/Objectron",1462,"objectron is a dataset of short objectcentric video clips in addition the videos also contain ar session metadata including camera poses sparse pointclouds and planes in each video the camera moves around and above the object and captures it from different views each object is annotated with a d bounding box the d bounding box describes the objects position orientation and dimensions the dataset contains about k annotated video clips and m annotated images in the following categories bikes books bottles cameras cereal boxes chairs cups laptops and shoes","[""deep-learning"",""computer-vision"",""machine-learning"",""python"",""tensorflow"",""pytorch"",""3d-vision"",""3d-reconstruction"",""ai"",""3d"",""neural-network"",""dataset"",""augmented-reality""]","Jupyter Notebook","[""Jupyter Notebook"",""Python""]",40424,"[""tensorflow"",""keras"",""machine-learning"",""convolutional-neural-networks"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""data-science"",""deep-learning"",""classification"",""machine-learning-algorithms"",""language"",""ruby"",""django"",""python3"",""django-rest-framework"",""flask"",""deep-learning"",""keras"",""machine-learning"",""convolutional-neural-networks"",""deep-learning"",""computer-vision"",""gan"",""generative-adversarial-network"",""documentation"",""translation"",""i18n"",""localization"",""emoji"",""robotics"",""ros"",""computer-vision"",""simulation"",""robot"",""deep-learning"",""machine-learning"",""neural-network"",""reinforcement-learning"",""artificial-intelligence"",""opengl"",""graphics"",""webgl"",""vulkan"",""deep-learning"",""machine-learning"",""tensorflow"",""reinforcement-learning"",""artificial-intelligence"",""ai"",""python"",""ocr"",""pytorch"",""speech-recognition"",""sketch"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""android"",""daydream"",""ios"",""linux"",""virtual"",""vr"",""windows""]","2017-06-08T21:04:19Z","google/lullaby",1083,"a collection of c libraries designed to help teams develop virtual and augmented reality experiences","[""vr"",""ar"",""android"",""ios"",""linux"",""windows"",""daydream"",""daydream-controllers""]","C++","[""C++"",""C"",""Python"",""Shell"",""GLSL"",""Objective-C++"",""Jsonnet""]",6613,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""react-native"",""ios"",""react"",""mobile"",""swift"",""objective-c"",""cocoapods"",""xcode"",""dotfiles"",""shell"",""bash"",""zsh"",""vim"",""linux"",""macos"",""osx"",""mac"",""react-native"",""android"",""ios"",""react"",""mobile""]"
"[""gltf"",""web"",""webxr""]","2018-10-18T16:05:16Z","google/model-viewer",3077,"easily display interactive d models on the web and in ar ","[""3d-models"",""gltf"",""model-viewer"",""glb"",""three-js"",""3d"",""webcomponents"",""augmented-reality"",""magic-leap"",""webxr""]","TypeScript","[""HTML"",""JavaScript"",""TypeScript"",""Shell"",""CSS""]",3028733,"[""elixir"",""hacktoberfest"",""python"",""erlang"",""elm"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""monitoring"",""prometheus"",""metrics"",""elasticsearch"",""performance"",""algorithms"",""algorithm"",""data-structures"",""c"",""cpp"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""opengl"",""graphics"",""webgl"",""vulkan"",""aws"",""serverless"",""aws-lambda"",""lambda"",""terraform"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""api"",""webxr""]","2018-05-08T15:04:14Z","googlecodelabs/ar-with-webxr",94,"building an augmented reality application with the webxr device api","[""augmented-reality"",""webxr""]","JavaScript","[""JavaScript"",""HTML"",""CSS""]",2659,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""android"",""arcore"",""kotlin""]","2020-07-21T18:39:03Z","googlecodelabs/display-nearby-places-ar-android",3,"starter and solution code for display nearby places in ar on android in kotlin codelab","[""kotlin"",""augmented-reality"",""arcore"",""android""]","Kotlin","[""Kotlin""]",187,"[""android"",""mvvm"",""rxjava"",""kotlin-android"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""kafka"",""spark"",""java"",""scala"",""big-data"",""react-native"",""ios"",""react"",""mobile""]"
"[""firebase"",""game"",""metalkit"",""swift""]","2017-04-11T14:23:51Z","grandiere/box",7,"the grid augmented reality cyberspace","[""augmented-reality"",""cyberspace"",""firebase"",""game"",""swift"",""metal"",""metalkit"",""multiplayer"",""coredata""]","Swift","[""Swift"",""Metal"",""C"",""Ruby""]",80702,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""covid-19"",""search"",""coronavirus"",""search-engine"",""unity"",""unity3d"",""game-development"",""gamedev"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""image"",""svg"",""image-processing"",""icons"",""font"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[]","2017-01-24T11:48:30Z","guilhermemauro/tictactoeCV",3,"this is a tic tac toe with image recognition and augmented reality","null","Python","[""Python""]",13,"null"
"[]","2019-06-13T19:13:49Z","guille0/hazymaze",55,"reads and plays mazes in augmented reality","null","Python","[""Python""]",994,"null"
"[""ai""]","2019-08-15T13:03:15Z","guille0/space-chess",15,"augmented reality d chess with a basic c ai using cython","null","Python","[""Python"",""C++""]",2238,"null"
"[""react"",""react-native"",""viro""]","2017-11-01T00:14:31Z","gusgard/viro-AR-playground",5," testing viro ar and rn","[""viro"",""react-native"",""react"",""testing-viro-ar"",""augmented-reality""]","JavaScript","[""JavaScript"",""Python"",""Java"",""Objective-C"",""Shell""]",79971,"[""reactjs"",""android"",""ios"",""react"",""mobile"",""angular"",""react-native"",""vue"",""reactjs"",""hooks"",""react-hooks"",""typescript"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""game""]","2016-11-19T00:22:14Z","gustavohbf/robotoy",3,"augmented reality in a shooting game with real robots","null","Java","[""C++"",""Arduino"",""Shell"",""Java"",""CSS"",""JavaScript""]",19612,"null"
"[""arkit"",""ios"",""scenekit"",""swift""]","2019-06-11T12:47:39Z","hadiidbouk/MarvelAR",20,"marvelar is an ios application that present marvel heroes d models using arkit","[""swift5"",""arkit"",""scenekit"",""augmented-reality"",""ios"",""marvel""]","Swift","[""Swift"",""Ruby""]",142278,"[""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""json"",""xml"",""yaml"",""csv"",""serialization""]"
"[]","2017-05-27T15:26:49Z","hamedn/ARCad",4,"d augmented reality cad editor","null","C#","[""C#"",""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""ShaderLab""]",54478,"null"
"[""opencv""]","2017-01-17T16:49:14Z","hamza-ghufran/ar_sandbox",3,"realtime terrain manipulation using kinect and a projector ","[""augmented-reality"",""opencv"",""openframeworks"",""autonomous-agents"",""image-processing"",""kinect-v2""]","C++","[""Makefile"",""C++""]",46,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""wechat"",""python"",""weather"",""recommender-system"",""weixin"",""scala"",""functional-programming"",""github-actions"",""ci"",""continuous-integration"",""computer-vision"",""deep-learning"",""opencv"",""vision"",""python"",""ocr"",""pytorch"",""speech-recognition"",""sketch"",""ui"",""animation"",""ui-components"",""design"",""components""]"
"[""unity""]","2020-07-07T03:00:50Z","hamzafarooq009/PianoTunesAR",9,"use ar to project your favorite digitallyrecorded piano video song from youtube over your piano to learn by following along","[""unity3d"",""csharp"",""easyar"",""augmented-reality""]","C#","[""C#"",""ShaderLab"",""HTML"",""C++"",""Objective-C"",""C"",""HLSL"",""Smalltalk""]",210492,"[""game"",""unity"",""game-development"",""gamedev"",""dotnet"",""language"",""dotnet-core"",""c-sharp"",""asp-net-core"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""arkit""]","2018-09-22T20:59:28Z","hanleyweng/AR-TextPad",3,"typing in augmented reality demo uses stereo arkit with wireless keyboard ","null","Swift","[""Swift""]",12140,"null"
"[""arkit"",""coreml"",""deep-learning"",""ios""]","2017-07-14T08:33:22Z","hanleyweng/CoreML-in-ARKit",1503,"simple project to detect objects and display d labels above them in ar this serves as a basic template for an arkit project to use coreml","[""ios"",""machine-learning"",""deep-learning"",""augmented-reality"",""arkit"",""coreml""]","Swift","[""Swift""]",25091,"[""swift"",""objective-c"",""cocoapods"",""xcode"",""data-science"",""deep-learning"",""classification"",""machine-learning-algorithms"",""tensorflow"",""keras"",""machine-learning"",""convolutional-neural-networks"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""arkit"",""coreml"",""ios"",""tracking""]","2017-10-22T18:15:34Z","hanleyweng/Gesture-Recognition-101-CoreML-ARKit",290,"simple project to recognize hands in realtime  serves as an example for building your own object recognizer","[""computer-vision"",""hand-tracking"",""gesture-recognition"",""object-recognition"",""coreml"",""arkit"",""ios"",""augmented-reality"",""machine-learning""]","Swift","[""Swift""]",13243,"[""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""parser"",""generator"",""template"",""parsing"",""nim"",""python"",""time-series"",""hacktoberfest"",""management"",""slides"",""ui"",""animation"",""ui-components"",""design"",""components"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""data-science"",""deep-learning"",""classification"",""machine-learning-algorithms""]"
