"tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopics_list","primaryLanguage","languages_list","diskUsage","relatedTopics_list"
"[""tutorial"",""n"",""u"",""l"",""l""]","2020-02-09T02:42:53Z","conscienceli/AR-Depth-Occlusion",9,"A complete tutorial to reproduce Fast Depth Densification for Occlusion-aware Augmented Reality (SIGGRAPH-Asia 2018), as well as a script to show effects on custom videos.","null","C++","[""Python"",""CMake"",""C++""]",21854,"null"
"[""vr"",""vive"",""vivetracker"",""virtual-reality"",""steamvr"",""virtual-production"",""mocap"",""motion-capture"",""tracker"",""vive-tracker-wiki"",""mixed-reality""]","2020-05-11T18:18:30Z","corycorvus/VIVE-Tracker-Wiki",12,"VIVE Tracker Information Wiki","[""vr"",""vive"",""vivetracker"",""virtual-reality"",""steamvr"",""virtual-production"",""mocap"",""motion-capture"",""tracker"",""vive-tracker-wiki"",""mixed-reality""]","null","null",8,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""linux"",""macos"",""windows"",""osx"",""mac"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""security"",""dns"",""privacy"",""analytics"",""google"",""kafka"",""spark"",""java"",""scala"",""big-data""]"
"[""n"",""u"",""l"",""l""]","2016-04-04T17:02:46Z","cosimani/handpose-ra",4,"Hand Pose Estimation for Markerless Interaction with Augmented Reality Applications","null","C++","[""QMake"",""C++"",""C""]",7675,"null"
"[""n"",""u"",""l"",""l""]","2018-01-12T08:50:17Z","cosmosdarwin/obj-in-powershell",10,"Generating Mixed Reality-ready .obj models with PowerShell scripting.","null","PowerShell","[""PowerShell""]",938,"null"
"[""app"",""ios"",""spritekit"",""augmented-reality"",""xcode10"",""xcode""]","2018-12-30T03:53:05Z","cousinmango/fantastic-verbose-journey",3,"Fantastic iOS app dev minigames","[""ios"",""spritekit"",""augmented-reality"",""xcode10"",""xcode""]","Swift","[""Swift""]",16036,"[""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""swift"",""ios"",""macos"",""swiftui"",""objective-c""]"
"[""covid-19"",""datavisualization"",""hololens"",""hololens2"",""mixedreality"",""augmentedreality"",""virtualreality"",""ar""]","2020-03-31T03:40:43Z","cre8ivepark/COVID19DataVisualizationHoloLens2",52,"COVID-19 Data Visualization for HoloLens2 / HoloLens / Windows Mixed Reality with MRTK","[""covid-19"",""datavisualization"",""hololens"",""hololens2"",""mixedreality"",""augmentedreality"",""virtualreality"",""ar""]","C#","[""C#"",""ShaderLab"",""HLSL"",""GLSL""]",108532,"[""firebase"",""search"",""coronavirus"",""search-engine"",""visualization"",""graph"",""data-visualization"",""chart"",""charts"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""api"",""http"",""rest-api"",""rest"",""swagger"",""blog"",""jekyll"",""gatsby"",""theme"",""static-site-generator"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""iota"",""tangle"",""augmented-reality"",""augmented"",""augmented-reality-applications"",""decentralized-applications"",""decentralized-application"",""dapp""]","2018-05-22T04:37:30Z","crypto5000/dariota",6,"Dariota: Decentralized Augmented Reality using IOTA","[""iota"",""tangle"",""augmented-reality"",""augmented"",""augmented-reality-applications"",""decentralized-applications"",""decentralized-application"",""dapp""]","HTML","[""HTML""]",5368,"[""blockchain"",""ethereum"",""cryptocurrency"",""bitcoin"",""solidity"",""json"",""xml"",""yaml"",""csv"",""serialization"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""storage"",""filesystem"",""yii2"",""instagram"",""file"",""nlp"",""natural-language-processing"",""bert"",""sentiment-analysis"",""pytorch"",""blockchain"",""ethereum"",""cryptocurrency"",""bitcoin"",""solidity""]"
"[""application"",""arpeggiator"",""ar-peggiator"",""music"",""augmented-reality"",""webxr""]","2020-04-29T15:08:27Z","cuinjune/ar-peggiator",4,"A collaborative AR music-making application","[""arpeggiator"",""ar-peggiator"",""music"",""augmented-reality"",""webxr""]","C","[""JavaScript"",""CSS"",""HTML"",""Makefile"",""C++"",""CMake"",""C"",""Emacs Lisp"",""Gnuplot""]",14633,"[""audio"",""latex"",""spotify"",""midi"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""augmented"",""reality"",""prototype"",""ionic"",""n"",""u"",""l"",""l""]","2016-02-26T20:36:46Z","cuiti/aulasQR",3,"Level 0 augmented reality prototype using ionic and QR codes","null","JavaScript","[""JavaScript"",""CSS"",""HTML"",""PHP""]",5328,"null"
"[""reality"",""sudoku"",""ocr"",""augmented-reality"",""computer-vision"",""virtual-reality"",""machine-learning""]","2016-08-13T09:11:29Z","cys920622/sudoku-vision",29,"Augmented reality sudoku solver","[""ocr"",""augmented-reality"",""computer-vision"",""virtual-reality"",""machine-learning""]","C++","[""CMake"",""C"",""C++"",""Makefile""]",24949,"[""python"",""pytorch"",""speech-recognition"",""sketch"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""data-science"",""deep-learning"",""classification"",""machine-learning-algorithms""]"
"[""hololens"",""unity"",""vive"",""steamvr"",""virtual-reality"",""mixed-reality"",""shared-reality""]","2017-01-14T20:50:47Z","dag10/HoloViveObserver",126,"Shared Reality: Observe a VR session from the same room using a HoloLens!","[""hololens"",""unity"",""vive"",""steamvr"",""virtual-reality"",""mixed-reality"",""shared-reality""]","C#","[""C#"",""ASP"",""GLSL"",""ShaderLab"",""HLSL""]",93058,"[""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""game"",""unity3d"",""game-development"",""gamedev"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""kafka"",""spark"",""java"",""scala"",""big-data""]"
"[""n"",""u"",""l"",""l""]","2017-10-28T16:25:50Z","daleotar/augmented-reality-opencv-qt-opengl",12,"null","null","C++","[""C++"",""QMake""]",11150,"null"
"[""javascript"",""n"",""u"",""l"",""l""]","2020-11-08T00:38:42Z","damiansire/artificial-intelligence-augmented-reality-figures",25,"Aplicacion de inteligencia artificial de immersion hecha en javascript vanilla ","null","JavaScript","[""HTML"",""JavaScript"",""CSS""]",7,"null"
"[""application"",""n"",""u"",""l"",""l""]","2019-03-15T23:31:57Z","dani-amirtharaj/SecretDocs",4,"Android Augmented Reality application that uses Google's ARCore to display documents (using pre-generated markers) based on User credentials and permission levels.","null","Java","[""Java""]",3592,"null"
"[""n"",""u"",""l"",""l""]","2020-09-25T15:09:00Z","daniCh8/mixed-reality-surgery-assistance-2020",4,"🥽 Mixed Reality Lab project, ETH Zürich - Autumn Semester 2020.","null","C#","[""C#"",""Python"",""ShaderLab"",""GLSL"",""HLSL""]",1268304,"null"
"[""deep"",""learning"",""machine-learning"",""deep-learning"",""augmented-reality"",""augmented-reality-applications"",""augmentedreality"",""6dof-pose"",""6dof"",""6dof-tracking""]","2019-04-19T13:16:49Z","danieldimit/6d-pose-estimation-with-ml-in-ar",6,"This is my Master thesis which evaluates 6D pose estimating deep learning methods for usage in an AR use case. It includes 2 new proxies for Gabriel in order to make the Deep Learning methods usable in AR-enabled devices.","[""machine-learning"",""deep-learning"",""augmented-reality"",""augmented-reality-applications"",""augmentedreality"",""6dof-pose"",""6dof"",""6dof-tracking""]","Python","[""CMake"",""Shell"",""C++"",""Python"",""Makefile"",""Cuda"",""C"",""Objective-C"",""Jupyter Notebook"",""Java"",""C#"",""Dockerfile"",""HTML""]",195378,"[""data-science"",""deep-learning"",""classification"",""machine-learning-algorithms"",""tensorflow"",""keras"",""machine-learning"",""convolutional-neural-networks"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""api"",""http"",""rest-api"",""rest"",""swagger"",""java"",""spring-boot"",""spring"",""springboot"",""redis"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp""]"
"[""augmented"",""reality"",""n"",""u"",""l"",""l""]","2018-09-19T12:46:22Z","danilovdorin/ArucoAugmentedReality",3,"Trying to make augmented reality with Aruco and SceneKit","null","C++","[""Objective-C"",""Swift"",""C++"",""Objective-C++""]",6153,"null"
"[""headset"",""n"",""u"",""l"",""l""]","2017-02-14T11:43:39Z","daveshah1/openMixR",31,"4k Mixed Reality headset","null","VHDL","[""KiCad Layout"",""ANTLR"",""Verilog"",""Tcl"",""VHDL""]",42234,"null"
"[""project"",""hololens"",""azure"",""cognitive-services"",""computer-vision""]","2018-02-15T21:22:35Z","davidezordan/CognitiveServicesSamples",8,"A simple project for analysing visual content using HoloLens, Computer Vision APIs, Unity and the Mixed Reality Toolkit.","[""hololens"",""azure"",""cognitive-services"",""computer-vision""]","C#","[""C#"",""ShaderLab"",""HLSL""]",24919,"[""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""devops"",""terraform"",""docker"",""cloud"",""python"",""ocr"",""pytorch"",""speech-recognition"",""sketch"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks""]"
"[""mixed"",""reality"",""hololens"",""steamvr"",""unity3d"",""oculus-vr-sdk"",""mrtk"",""vr"",""virtual-reality"",""augmented-reality""]","2017-06-24T18:54:39Z","davidezordan/MixedRealitySamples",7,"My mixed reality playground using Unity, the Mixed Reality Toolkit (MRTK) and OpenVR.","[""hololens"",""steamvr"",""unity3d"",""oculus-vr-sdk"",""mrtk"",""vr"",""virtual-reality"",""augmented-reality""]","C#","[""C#"",""ShaderLab"",""HLSL"",""Smalltalk"",""GLSL"",""Mathematica"",""JavaScript""]",812748,"[""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""game"",""unity"",""game-development"",""gamedev"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""n"",""u"",""l"",""l""]","2019-06-04T18:41:48Z","davidfoster/magic-leap-floor-detection",10,"Detect and display the floor in Magic Leap Unity projects with this expansion to the ML SDK Meshing example scene.","null","ShaderLab","[""C#"",""ShaderLab""]",949,"null"
"[""library"",""augmented"",""reality"",""applications"",""n"",""u"",""l"",""l""]","2016-07-25T15:56:17Z","davrempe/cardboardAR-lib",3,"A library for easily creating augmented reality applications for the Google Cardboard on Android.","null","Java","[""Java"",""GLSL""]",30630,"null"
"[""companion"",""code"",""n"",""u"",""l"",""l""]","2018-07-06T10:25:35Z","dawidborycki/MixedReality-Samples",4,"A companion code for the book: Programming for the Mixed Reality with Windows 10, Unity, Vuforia and UrhoSharp","null","C#","[""C++"",""HLSL"",""C#"",""ShaderLab""]",345137,"null"
"[""framework"",""applications"",""javascript"",""javascript-framework"",""hololens"",""hololens-applications"",""threejs"",""webpack""]","2017-02-19T00:11:43Z","dbradleyfl/Mixed-Reality-JS",56,"A simple framework for building Hololens applications with Javascript and ThreeJS. Based on HoloJS.","[""javascript"",""javascript-framework"",""hololens"",""hololens-applications"",""threejs"",""webpack""]","JavaScript","[""JavaScript"",""HTML""]",2981,"[""nodejs"",""typescript"",""emacs"",""deno"",""javascript"",""nodejs"",""js"",""es6"",""javascript-library"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""react"",""redux"",""reactjs"",""react-router""]"
"[""graphics"",""interaction"",""game-engine"",""graphics"",""rendering"",""cpp11"",""cpp14"",""opengl"",""openvr"",""virtual-reality"",""augmented-reality"",""vr"",""ar""]","2018-03-28T15:59:38Z","ddiakopoulos/polymer",247,"🎨 graphics + interaction engine","[""game-engine"",""graphics"",""rendering"",""cpp11"",""cpp14"",""opengl"",""openvr"",""virtual-reality"",""augmented-reality"",""vr"",""ar""]","C++","[""C++"",""GLSL"",""CMake"",""C""]",19370,"[""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""opengl"",""webgl"",""3d"",""vulkan"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""cpp"",""c-plus-plus"",""qt"",""c"",""cmake"",""cpp"",""c-plus-plus"",""qt"",""c"",""cmake"",""api"",""c"",""simulation"",""graphics"",""webgl"",""3d"",""vulkan"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""vr"",""virtual-reality"",""unity3d"",""steamvr"",""windows-mixed-reality"",""htc-vive"",""lowpoly""]","2018-12-17T19:22:17Z","debowin/ironman-vr",5,"Simple IronMan VR Demo, made with Unity 3D, SteamVR and 💖. Works on HTC Vive and Windows Mixed Reality Headsets.","[""vr"",""virtual-reality"",""unity3d"",""steamvr"",""windows-mixed-reality"",""htc-vive"",""lowpoly""]","C#","[""ShaderLab"",""C#"",""GLSL"",""ASP""]",124642,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""game"",""unity"",""game-development"",""gamedev"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""wordpress"",""php"",""plugin"",""wordpress-plugin"",""wordpress-theme""]"
"[""project"",""detection"",""model"",""gesture"",""framework"",""augmented"",""reality"",""n"",""u"",""l"",""l""]","2017-02-04T18:34:00Z","decordoba/augmented-reality-with-fiducial-markers",5,"A project I was working on with some friends on Augmented Reality. Allows detection of a Fiducial Marker in space, and the display of any 3D model over it, as well as other functionalities (face and gesture recognition, playing sound, etc.). Perfect framework for building an augmented reality game!","null","Python","[""Python""]",26791,"null"
"[""n"",""u"",""l"",""l""]","2018-06-11T13:10:56Z","deemaze/iOS-AR",7,"Repository for iOS based Augmented Reality","null","Swift","[""Swift"",""Ruby""]",704,"null"
"[""help"",""android"",""augmented-reality"",""wifi-direct"",""wifi-direct-service-discovery"",""local-network"",""instant-messaging"",""ar""]","2018-10-25T14:28:37Z","deepaktalwardt/im-here-app",4,"Repository for I'm here Android App. Uses Augmented Reality to help locate friends even in Airplane Mode!","[""android"",""augmented-reality"",""wifi-direct"",""wifi-direct-service-discovery"",""local-network"",""instant-messaging"",""ar""]","Java","[""Java""]",36086,"[""react-native"",""ios"",""react"",""mobile"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""ruby"",""rails"",""ecommerce"",""ruby-on-rails"",""gem"",""websocket"",""chat"",""webrtc"",""websockets"",""p2p"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""n"",""u"",""l"",""l""]","2016-10-24T03:18:21Z","degica/UnrealEngine4-MixedReality",45,"null","null","C++","[""C++""]",12362,"null"
"[""image"",""space"",""n"",""u"",""l"",""l""]","2018-02-09T13:02:55Z","demonixis/WindowsMRLinearToGamma",8,"An image effect allowing you to use the Linear color space with Windows Mixed Reality.","null","C#","[""C#"",""ShaderLab""]",4770,"null"
"[""image"",""detection"",""unity"",""barracuda"",""onnx"",""object-detection"",""object-localization"",""arfoundation"",""augmented-reality"",""yolov2"",""unity3d"",""yolov3""]","2020-10-11T21:45:06Z","derenlei/Unity_Detection2AR",83,"Localize 2D image object detection in 3D Scene with Yolo in Unity Barracuda and ARFoundation.","[""unity"",""barracuda"",""onnx"",""object-detection"",""object-localization"",""arfoundation"",""augmented-reality"",""yolov2"",""unity3d"",""yolov3""]","C#","[""C#""]",80963,"[""game"",""unity3d"",""game-development"",""gamedev"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""opencv"",""computer-vision"",""deep-learning"",""tensorflow"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""game"",""unity"",""game-development"",""gamedev"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow""]"
